1.3403,0.2008
1.2530,0.0819
1.2925,0.1364
0.9991,0.1263
0.4900,0.1708
0.3303,0.0618
0.1653,0.1022
0.3429,0.1049
1.9490,0.4453
0.3379,0.1065
1.1060,0.0342
0.7950,0.2073
0.5584,0.3452
0.0311,0.1321
0.1053,0.1181
0.9076,0.5484
0.7111,0.1694
0.0609,0.0283
1.3331,0.2109
1.0348,0.3900
0.3390,0.3402
0.8457,0.0898
0.2967,0.0673
0.4276,0.3595
0.4723,0.2048
0.8273,0.2983
0.3302,0.2699
1.6494,0.0231
1.3425,0.0734
2.1138,0.1250
0.6747,0.0288
0.2632,0.0882
0.5674,0.1460
0.4716,0.0161
0.7525,0.0151
0.6359,0.2610
1.0071,0.1453
0.2932,0.0658
0.7271,0.1191
0.8287,0.1645
0.7284,0.1068
0.0783,0.0247
1.1980,0.0471
0.8735,0.0187
0.2643,0.2108
1.8216,0.2375
1.9261,0.2466
1.1285,0.2657
1.1282,0.2769
0.8716,0.1331
0.5633,0.3542

