1.7843,0.2365
0.2440,0.1265
0.0781,0.0640
1.1391,0.0329
1.1423,0.1884
0.3922,0.3589
1.1293,0.1298
0.0966,0.2773
2.7729,0.2470
1.0131,0.3279
0.9484,0.0524
1.4148,0.2036
0.0743,0.0180
1.5580,0.1899
1.2115,0.0810
0.8395,0.0719
2.2661,0.2992
1.7242,0.2797
0.0885,0.2625
0.3364,0.7305
1.4124,0.3365
2.0551,0.2284
1.1615,0.2943
1.3013,0.1052
0.5095,0.4816
0.8278,0.6417
0.4363,0.0842
2.5920,0.3613
1.5428,0.7493
2.7392,0.0727
0.1377,0.7475
0.8395,0.1941
2.0751,0.6595
0.5667,0.0851
0.6720,0.2283
0.2849,0.2912
0.2056,0.0385
0.2560,0.0480
0.3416,0.0817
1.5862,0.5548
1.3231,0.4052
0.3324,0.2054
0.7653,0.4990
1.8189,0.3706
1.5399,0.4008
0.0082,0.3103
0.6400,0.1239
0.4805,0.0310
1.0233,0.2348
2.2009,0.2619
