0.8061,0.0496
1.0152,0.1218
0.4804,0.1425
0.1850,0.0487
0.2350,0.0099
0.4271,0.1666
0.7149,0.0983
0.1022,0.0134
0.3252,0.1114
0.5645,0.0094
0.6719,0.0020
0.3780,0.0933
0.1410,0.0565
0.7500,0.1571
0.8979,0.0210
0.2832,0.1115
0.6337,0.1820
0.1886,0.1253
0.1012,0.0139
0.3619,0.1364
0.1789,0.0337
0.1790,0.1760
0.1475,0.0809
0.3952,0.1916
0.6687,0.0164
0.4690,0.0309
1.6220,0.0096
0.1335,0.0143
0.9439,0.2586
1.9668,0.0839
0.1096,0.1048
0.4805,0.0936
0.2316,0.1172
0.3988,0.0854
0.3081,0.0785
0.6689,0.1150
2.1543,0.1313
0.7841,0.0512
0.1666,0.0193
0.2893,0.1416
0.2509,0.1011
0.1610,0.1638
0.3709,0.1825
1.0279,0.0224
0.0479,0.0042
0.5491,0.0757
0.3321,0.1991
0.6020,0.0583
0.5474,0.0689
0.6612,0.2104
1.0802,0.0108
0.5506,0.0196
0.1101,0.0651
1.1172,0.0497
0.5751,0.0708
0.2511,0.0592
0.3262,0.1843
0.5811,0.0800
0.8504,0.0082
0.2297,0.0384
0.6574,0.0552
0.3505,0.1527
0.1872,0.0262
0.2698,0.0123
0.3666,0.0034
0.4076,0.0820
0.9524,0.1716
1.1380,0.0730
0.6612,0.0398
0.4579,0.1381
0.3081,0.0327
0.6009,0.0609
0.2827,0.1328
0.1271,0.1554
0.2415,0.1038
0.5142,0.0654
0.8281,0.0647
0.4422,0.0648
