0.3970,0.2490
0.6197,0.4350
0.2556,0.1934
0.2128,0.5005
0.3865,0.1765
0.1128,0.6793
0.7776,0.1130
0.6347,0.3347
1.4502,0.2938
0.1966,0.5988
0.1514,0.3117
1.0192,0.1469
0.0476,0.2694
0.5239,0.0182
1.8881,0.6877
1.5853,0.3525
0.8885,0.3122
1.7728,0.1759
1.4424,0.0685
0.7943,0.5984
1.8153,0.0516
0.2849,0.0737
0.4871,0.1263
1.1803,0.6235
0.3070,1.0245
0.1302,0.2121
0.6940,0.4494
1.4413,0.3919
0.5367,0.0920
0.2531,0.2256
1.9543,0.2742
0.2200,0.0633
0.1593,0.1487
0.9781,0.0363
0.6685,0.1903
0.2106,0.0414
0.2878,0.1517
0.8075,0.5876
2.6478,0.6101
0.2710,0.7108
2.1339,0.2159
0.6002,0.0581
0.3795,0.2870
1.1736,0.0865
1.6733,0.0810
1.7845,0.5573
1.0096,0.2028
1.3269,0.0308
0.4124,0.2068
0.7568,0.0294
