2.2900,0.2888
0.6514,0.1840
0.3438,0.3197
1.0531,0.1136
1.3697,0.0587
0.1516,0.1019
0.4497,0.2473
0.8031,0.0802
1.3557,0.3371
0.4390,0.1875
0.7674,0.2453
2.1078,0.3898
2.7738,0.5044
0.6523,0.0821
0.5866,0.2083
0.6569,0.0999
0.7484,0.0806
1.3355,0.1229
0.2253,0.0517
2.4273,0.3351
0.4082,0.0636
0.3107,0.1345
1.3111,0.1193
0.9175,0.2510
0.9147,0.0730
1.6715,0.1170
1.2601,0.3558
1.6656,0.2231
1.0310,0.1665
1.6216,0.1195
0.1889,0.2456
0.3070,0.3494
1.3188,0.2173
0.2217,0.0829
0.0682,0.0160
0.6309,0.0090
0.2805,0.0707
0.2654,0.0261
0.1161,0.1568
1.1367,0.3202
1.3184,0.0678
0.6469,0.0998
1.1257,0.2314
0.1404,0.2877
0.7068,0.1048
0.7410,0.0566
1.3854,0.1239
0.9661,0.1776
1.1015,0.2625
0.1746,0.0969
0.1493,0.1302
0.6444,0.0287
0.6683,0.1349
0.7753,0.0397
1.2341,0.0832
0.8271,0.1276
1.4007,0.3090
0.0902,0.1037
1.1621,0.0301
1.3641,0.0625
0.4023,0.3600
0.0307,0.0585
2.0976,0.1852
0.8985,0.1626
0.1610,0.0193
0.7646,0.0532
2.3355,0.2392
0.8166,0.1338
1.5839,0.1704
0.1169,0.1525
