0.7445,0.0071
2.2562,0.1930
0.4528,0.0292
0.1679,0.0797
1.5295,0.4336
0.2312,0.2435
0.3670,0.1806
2.0795,0.4136
0.7444,0.2393
1.4575,0.0239
0.2153,0.0671
1.2499,0.1779
1.4891,0.0418
1.7671,0.0888
0.9612,0.0088
0.4901,0.0410
2.0164,0.4703
1.5486,0.1837
1.6146,0.0548
0.1727,0.1763
1.3970,0.3189
0.8327,0.0710
0.5257,0.1657
1.9856,0.5184
1.2498,0.4518
0.3404,0.1421
0.9574,0.0664
2.0827,0.1810
1.7130,0.1348
1.3608,0.0709
0.5598,0.0651
0.9509,0.0569
0.3275,0.2976
0.3137,0.0284
0.5688,0.2291
2.3048,0.1953
1.8977,0.2061
0.7420,0.0452
0.4078,0.2198
0.5573,0.2079
0.7997,0.1905
1.8254,0.3776
0.2451,0.1525
1.0690,0.1871
1.1530,0.4748
0.1756,0.0114
0.7781,0.1314
1.2167,0.2586
1.2751,0.1495
0.1356,0.0629
0.1713,0.0096
