0.4765,0.1123
0.2797,0.0854
1.2683,0.1872
0.3261,0.1255
0.7504,0.2244
4.6290,0.6887
0.5779,0.1651
1.8299,0.2314
0.5108,0.4166
1.7253,0.2536
1.2617,0.0415
0.7328,0.3759
1.3566,0.2570
1.7333,0.2577
1.2531,0.2262
0.7352,0.1409
1.0962,0.0292
0.4282,0.0438
1.9145,0.6866
0.9902,0.3286
3.1152,0.4630
2.7612,0.0758
1.6210,0.2444
0.1501,0.2382
4.4242,0.7792
0.0964,0.0633
0.0233,0.4802
1.9494,0.1382
3.0629,0.4125
1.4089,0.2238
2.0385,0.3552
1.6257,0.0210
1.6474,0.2267
0.8358,0.0193
1.0821,0.0963
4.2158,0.6200
1.1756,0.1527
2.3155,0.2487
1.1735,0.7117
0.5945,0.2522
0.1552,0.0953
2.9305,0.7144
1.6830,0.3199
1.2493,0.1978
2.0356,0.2478
1.3554,0.1548
0.1285,0.3449
0.7429,0.0284
1.7340,0.0517
2.6738,0.5854
2.2545,0.2416
2.0968,0.4651
0.4547,0.2516
0.9234,0.2096
1.5589,0.2127
2.0958,0.2608
3.2615,0.8943
0.0916,0.1041
0.2987,0.1770
2.6593,0.3078
