0.0211,0.0388,0.0177
0.0362,0.0224,0.0444
0.0412,0.0159,0.0421
0.0871,0.0324,0.0363
0.0459,0.0192,0.0270
0.0159,0.0688,0.0206
0.0458,0.0191,0.0053
0.0652,0.0709,0.0391
0.0017,0.0293,0.0246
0.0437,0.0549,0.0476
0.0420,0.0091,0.0375
0.0170,0.0356,0.0380
0.0343,0.0275,0.0368
0.0128,0.0439,0.0366
0.0572,0.0179,0.0299
0.0394,0.1019,0.0286
0.0413,0.0103,0.0516
0.0186,0.0304,0.0286
0.0370,0.0488,0.0225
0.0391,0.0608,0.0466
0.0246,0.0216,0.0490
0.0533,0.0337,0.0420
0.0380,0.0187,0.0197
0.0656,0.0449,0.0677
0.0377,0.0575,0.0289
0.0163,0.0388,0.0312
0.0336,0.0201,0.0225
0.0368,0.0442,0.0272
0.0252,0.0598,0.0272
0.0296,0.0084,0.0402
