0.0585,0.0699,0.1140
0.0522,0.0209,0.0744
0.0652,0.0759,0.0228
0.0770,0.0571,0.0230
0.1052,0.0805,0.0799
0.0965,0.0115,0.0624
0.0716,0.0704,0.0729
0.0356,0.1112,0.0431
0.0440,0.0429,0.0158
0.0890,0.0358,0.0230
0.0537,0.0560,0.0186
0.0976,0.0441,0.0465
0.0147,0.0696,0.0367
0.0396,0.0789,0.0511
0.0837,0.0644,0.0501
0.0827,0.0546,0.0654
0.0742,0.0373,0.0575
0.0188,0.0418,0.0303
0.0506,0.0420,0.0364
0.0423,0.0257,0.0513
0.0066,0.0648,0.0562
0.0592,0.0795,0.0583
0.0445,0.0793,0.0767
0.0087,0.0381,0.0590
0.0611,0.0374,0.0375
0.0874,0.0725,0.0546
0.0459,0.0750,0.0754
0.0501,0.0494,0.0903
0.0926,0.0304,0.0358
0.0531,0.0740,0.0737
0.0511,0.0736,0.0135
