0.2555,0.9690
1.7271,3.4576
0.4218,2.0613
4.0109,0.6723
2.0725,0.5747
3.0100,0.6417
3.7614,0.9218
2.7866,3.0544
2.6251,0.5277
3.9143,5.1056
5.2040,6.0315
5.8419,10.0019
8.8605,10.1302
7.7867,6.7792
5.2308,5.0991
0.5238,0.6065
7.3825,5.7280
0.5707,1.3985
2.3933,0.8793
1.7913,3.1371
5.4443,6.6836
1.9864,3.6833
3.1698,4.3673
2.1120,0.8510
1.3789,0.8550
5.9403,7.2512
0.8936,2.9406
7.5134,6.7002
0.3041,0.3156
7.0042,8.5329
0.4394,0.2435
1.4245,1.2269
1.2984,4.7375
3.5387,0.9801
1.9468,2.0339
1.4851,0.7016
1.7177,0.4225
2.1439,1.8471
1.0552,2.4908
6.6221,7.6995
5.7736,7.1426
6.8383,5.0934
3.1965,3.2370
1.4580,1.2474
2.1308,1.3590
1.0188,4.4325
1.4985,0.3436
1.6466,0.9284
1.4921,4.4250
1.5710,1.4195
1.7563,0.4605
5.7485,8.3030
