8.0277,7.3407
10.1742,11.2562
1.0611,2.7080
8.4104,6.7012
8.2566,9.6996
1.5388,3.0538
1.6895,5.3299
5.0799,0.6753
2.7823,1.8760
10.5176,10.3716
8.1156,8.5799
2.5633,1.9407
3.7297,1.8827
3.0881,6.7372
8.8079,7.3996
12.2161,13.0288
3.3354,0.6648
7.9737,5.2860
3.0476,3.3530
4.7227,4.6413
5.5587,5.5802
1.2770,5.1514
3.7717,0.8341
11.9117,15.6197
3.8105,1.2983
4.8979,4.3153
8.9446,10.0544
3.5872,4.6240
7.7176,8.8132
11.4928,9.6876
5.9198,3.8662
5.4474,8.8682
3.3874,7.8589
14.6079,15.7214
2.5739,4.6808
3.8479,2.8815
4.8587,0.4976
10.0903,11.6948
6.0027,6.9277
1.4906,2.9250
7.2229,9.0369
3.6128,5.1435
1.6583,3.5701
3.2472,1.8552
1.7848,2.1641
7.3463,6.1402
10.7774,10.2940
7.7753,2.6958
1.4453,3.9749
10.6320,10.8903
4.2273,2.5036
0.6723,4.0526
