0.0155,0.0367,0.0276
0.1846,0.0281,0.0294
0.5174,0.0088,0.0369
0.1978,0.0328,0.0139
0.0204,0.0587,0.0255
0.1443,0.0351,0.0030
0.2780,0.0644,0.0233
0.0790,0.0179,0.0116
0.1299,0.0437,0.0250
0.1793,0.1077,0.0209
0.3137,0.0460,0.0061
0.1395,0.0137,0.0239
0.2074,0.0469,0.0269
0.0381,0.0545,0.0112
0.1661,0.0906,0.0454
0.2457,0.0265,0.0319
0.1379,0.0847,0.0169
0.0420,0.0269,0.0418
0.3220,0.0288,0.0207
0.0274,0.0303,0.0198
0.1909,0.0079,0.0182
0.5657,0.0218,0.0387
0.2684,0.0507,0.0215
0.1807,0.0203,0.0275
0.4179,0.0227,0.0177
0.1334,0.0445,0.0114
0.5638,0.0342,0.0178
0.1161,0.0347,0.0625
0.8185,0.0625,0.0222
0.1570,0.0385,0.0372
