12.1885,9.8561,2.2783,0.3462,11.8983,0.1909,10.0000
1.4544,0.7213,0.7337,0.6677,0.6340,0.6873,0.6349
1.2518,0.8303,0.2706,2.8356,1.5017,0.7533,0.6919
1.9514,0.9009,0.5637,0.3015,1.3620,0.7338,0.9686
3.1181,1.9155,1.7010,1.1957,2.8104,0.8385,1.6113
1.2281,0.6554,0.2750,1.0470,0.9036,0.2242,1.0324
3.4095,7.6403,10.8596,5.4225,11.1600,10.7086,7.4090
7.7862,8.3104,1.1908,2.2101,12.4081,0.9690,9.6144
0.4864,0.6925,0.1380,0.4765,0.1027,0.4446,0.4592
0.3897,0.3952,0.4028,2.1312,0.1706,1.4561,0.0863
9.1609,3.0937,1.0408,0.7926,10.3777,7.2259,1.8320
1.6138,0.5023,2.9264,0.3708,2.2249,3.3366,1.0773
0.5550,0.3253,0.6312,0.4932,0.5040,0.4461,0.2063
12.7009,15.1221,13.8642,8.0030,8.3111,9.6312,10.0000
1.4868,0.7083,1.3614,2.2706,1.8154,0.4651,1.4070
0.3560,1.2719,0.7684,1.7192,1.7789,1.9460,0.3074
0.5870,0.9083,0.3242,0.4661,1.2953,0.9833,0.8152
1.3605,0.3337,0.5173,0.3647,1.2158,0.6316,0.8502
1.0728,0.9422,0.8464,0.9111,0.6820,0.0825,0.4129
1.2789,0.9879,1.4797,0.3765,0.4013,0.5239,0.3573
0.6445,0.3824,0.3144,0.2224,0.7401,0.7847,0.6707
1.9334,1.6333,0.4538,0.3959,0.4672,0.8759,0.6814
0.9136,0.6507,1.5244,1.3777,1.4481,0.5554,0.3942
0.1874,0.5800,1.1201,1.4967,1.1407,0.7775,0.6321
0.0902,1.0977,0.2011,0.3785,2.1603,0.1628,0.0859
0.2636,1.1940,1.2330,0.7043,1.1132,1.1003,0.8456
1.0526,0.1746,0.4158,0.5420,1.0351,0.5599,0.5274
2.6950,1.6138,1.1794,1.0619,0.6413,0.1769,1.0433
0.3035,0.2140,0.5909,1.7119,2.2446,0.6460,0.5661
1.8645,1.0320,1.3937,0.7003,0.7999,3.2749,0.2172
0.2500,0.6347,0.5331,1.7614,1.4293,0.7037,0.5343
0.8695,1.0729,0.9012,1.0530,0.8151,0.7409,2.2175
1.4659,0.9336,2.0036,0.3870,0.7140,1.6322,0.5139
1.3344,0.7196,0.8578,0.6860,1.4529,0.7488,1.1406
5.7695,8.2707,0.4550,3.5678,9.0251,0.3179,6.7833
